"행정구역코드","year","region","수도권여부","y","grade"
36060,2015,"광양시","비수도권",46.9,"B"
36060,2016,"광양시","비수도권",46.4,"B"
36060,2017,"광양시","비수도권",43.1,"C"
36060,2018,"광양시","비수도권",39.2,"D"
36060,2019,"광양시","비수도권",41.8,"C"
36060,2020,"광양시","비수도권",56.3,"A"
36060,2021,"광양시","비수도권",47.8,"B"
36330,2008,"구례군","비수도권",58.5,"A"
36330,2009,"구례군","비수도권",49,"B"
36330,2010,"구례군","비수도권",63.9,"A"
36330,2011,"구례군","비수도권",55,"A"
36330,2012,"구례군","비수도권",60,"A"
36330,2013,"구례군","비수도권",53.7,"B"
36330,2014,"구례군","비수도권",42.2,"C"
36330,2015,"구례군","비수도권",58.7,"A"
36330,2016,"구례군","비수도권",64.6,"A"
36330,2017,"구례군","비수도권",59.4,"A"
36330,2018,"구례군","비수도권",62.3,"A"
36330,2019,"구례군","비수도권",60.9,"A"
36330,2020,"구례군","비수도권",68.2,"A"
36330,2021,"구례군","비수도권",52.2,"B"
36040,2008,"나주시","비수도권",39.6,"D"
36040,2009,"나주시","비수도권",54.9,"B"
36040,2010,"나주시","비수도권",59.3,"A"
36040,2011,"나주시","비수도권",64.2,"A"
36040,2012,"나주시","비수도권",51.1,"B"
36040,2013,"나주시","비수도권",56.2,"A"
36040,2014,"나주시","비수도권",48,"B"
36040,2015,"나주시","비수도권",50.6,"B"
36040,2016,"나주시","비수도권",47,"B"
36040,2017,"나주시","비수도권",43.5,"C"
36040,2018,"나주시","비수도권",43.2,"C"
36040,2019,"나주시","비수도권",40.8,"C"
36040,2020,"나주시","비수도권",57.6,"A"
36040,2021,"나주시","비수도권",50.6,"B"
36310,2008,"담양군","비수도권",51.7,"B"
36310,2009,"담양군","비수도권",52.7,"B"
36310,2010,"담양군","비수도권",60.3,"A"
36310,2011,"담양군","비수도권",41.4,"C"
36310,2012,"담양군","비수도권",42.6,"C"
36310,2013,"담양군","비수도권",53,"B"
36310,2014,"담양군","비수도권",46.5,"B"
36310,2015,"담양군","비수도권",46.8,"B"
36310,2016,"담양군","비수도권",55.8,"A"
36310,2017,"담양군","비수도권",49.5,"B"
36310,2018,"담양군","비수도권",48,"B"
36310,2019,"담양군","비수도권",45.2,"B"
36310,2020,"담양군","비수도권",53.6,"B"
36310,2021,"담양군","비수도권",55.3,"A"
36010,2008,"목포시","비수도권",55.8,"A"
36010,2009,"목포시","비수도권",41.6,"C"
36010,2010,"목포시","비수도권",41.9,"C"
36010,2011,"목포시","비수도권",46.3,"B"
36010,2012,"목포시","비수도권",46.6,"B"
36010,2013,"목포시","비수도권",47.2,"B"
36010,2014,"목포시","비수도권",38.3,"D"
36010,2015,"목포시","비수도권",43.8,"C"
36010,2016,"목포시","비수도권",40.1,"C"
36010,2017,"목포시","비수도권",44.9,"C"
36010,2018,"목포시","비수도권",48.6,"B"
36010,2019,"목포시","비수도권",45.7,"B"
36010,2020,"목포시","비수도권",56,"A"
36010,2021,"목포시","비수도권",49.3,"B"
36420,2008,"무안군","비수도권",56.9,"A"
36420,2009,"무안군","비수도권",50.1,"B"
36420,2010,"무안군","비수도권",59.6,"A"
36420,2011,"무안군","비수도권",48.8,"B"
36420,2012,"무안군","비수도권",47.3,"B"
36420,2013,"무안군","비수도권",46.7,"B"
36420,2014,"무안군","비수도권",41,"C"
36420,2015,"무안군","비수도권",46.2,"B"
36420,2016,"무안군","비수도권",49,"B"
36420,2017,"무안군","비수도권",55.7,"A"
36420,2018,"무안군","비수도권",51.2,"B"
36420,2019,"무안군","비수도권",50.8,"B"
36420,2020,"무안군","비수도권",62.5,"A"
36420,2021,"무안군","비수도권",48.9,"B"
36360,2008,"보성군","비수도권",53.1,"B"
36360,2009,"보성군","비수도권",60.2,"A"
36360,2010,"보성군","비수도권",57.9,"A"
36360,2011,"보성군","비수도권",62.4,"A"
36360,2012,"보성군","비수도권",59.7,"A"
36360,2013,"보성군","비수도권",60.4,"A"
36360,2014,"보성군","비수도권",52.9,"B"
36360,2015,"보성군","비수도권",47.4,"B"
36360,2016,"보성군","비수도권",62.9,"A"
36360,2017,"보성군","비수도권",54.3,"B"
36360,2018,"보성군","비수도권",52,"B"
36360,2019,"보성군","비수도권",51.7,"B"
36360,2020,"보성군","비수도권",63.2,"A"
36360,2021,"보성군","비수도권",53.9,"B"
36030,2008,"순천시","비수도권",63.1,"A"
36030,2009,"순천시","비수도권",39.4,"D"
36030,2010,"순천시","비수도권",55.3,"A"
36030,2011,"순천시","비수도권",55.2,"A"
36030,2012,"순천시","비수도권",51.7,"B"
36030,2013,"순천시","비수도권",49.9,"B"
36030,2014,"순천시","비수도권",48.1,"B"
36030,2015,"순천시","비수도권",45.2,"B"
36030,2016,"순천시","비수도권",45.5,"B"
36030,2017,"순천시","비수도권",43.3,"C"
36030,2018,"순천시","비수도권",38.9,"D"
36030,2019,"순천시","비수도권",38.7,"D"
36030,2020,"순천시","비수도권",58,"A"
36030,2021,"순천시","비수도권",51.5,"B"
36480,2008,"신안군","비수도권",53.4,"B"
36480,2009,"신안군","비수도권",47.4,"B"
36480,2010,"신안군","비수도권",46.3,"B"
36480,2011,"신안군","비수도권",52,"B"
36480,2012,"신안군","비수도권",51.2,"B"
36480,2013,"신안군","비수도권",57.2,"A"
36480,2014,"신안군","비수도권",56.4,"A"
36480,2015,"신안군","비수도권",64.3,"A"
36480,2016,"신안군","비수도권",57.5,"A"
36480,2017,"신안군","비수도권",52.7,"B"
36480,2018,"신안군","비수도권",41.4,"C"
36480,2019,"신안군","비수도권",56.7,"A"
36480,2020,"신안군","비수도권",79.4,"A"
36480,2021,"신안군","비수도권",63.6,"A"
36020,2008,"여수시","비수도권",45.1,"B"
36020,2009,"여수시","비수도권",58.4,"A"
36020,2010,"여수시","비수도권",55.6,"A"
36020,2011,"여수시","비수도권",59.5,"A"
36020,2012,"여수시","비수도권",50.1,"B"
36020,2013,"여수시","비수도권",48.6,"B"
36020,2014,"여수시","비수도권",44.7,"C"
36020,2015,"여수시","비수도권",48.4,"B"
36020,2016,"여수시","비수도권",39.2,"D"
36020,2017,"여수시","비수도권",43.7,"C"
36020,2018,"여수시","비수도권",37.6,"D"
36020,2019,"여수시","비수도권",44.7,"C"
36020,2020,"여수시","비수도권",51.2,"B"
36020,2021,"여수시","비수도권",41.2,"C"
36440,2008,"영광군","비수도권",49.2,"B"
36440,2009,"영광군","비수도권",48,"B"
36440,2010,"영광군","비수도권",44.1,"C"
36440,2011,"영광군","비수도권",46.3,"B"
36440,2012,"영광군","비수도권",41.4,"C"
36440,2013,"영광군","비수도권",40.7,"C"
36440,2014,"영광군","비수도권",37.6,"D"
36440,2015,"영광군","비수도권",45.7,"B"
36440,2016,"영광군","비수도권",42.6,"C"
36440,2017,"영광군","비수도권",42.1,"C"
36440,2018,"영광군","비수도권",35.6,"D"
36440,2019,"영광군","비수도권",51.7,"B"
36440,2020,"영광군","비수도권",55.6,"A"
36440,2021,"영광군","비수도권",46.2,"B"
36410,2008,"영암군","비수도권",50.8,"B"
36410,2009,"영암군","비수도권",37,"D"
36410,2010,"영암군","비수도권",47.5,"B"
36410,2011,"영암군","비수도권",53.1,"B"
36410,2012,"영암군","비수도권",48.1,"B"
36410,2013,"영암군","비수도권",51.9,"B"
36410,2014,"영암군","비수도권",53.2,"B"
36410,2015,"영암군","비수도권",55.7,"A"
36410,2016,"영암군","비수도권",41.3,"C"
36410,2017,"영암군","비수도권",47.7,"B"
36410,2018,"영암군","비수도권",45,"B"
36410,2019,"영암군","비수도권",38.6,"D"
36410,2020,"영암군","비수도권",48.5,"B"
36410,2021,"영암군","비수도권",46.5,"B"
36460,2008,"완도군","비수도권",57.4,"A"
36460,2009,"완도군","비수도권",56.2,"A"
36460,2010,"완도군","비수도권",56.1,"A"
36460,2011,"완도군","비수도권",56.2,"A"
36460,2012,"완도군","비수도권",61.4,"A"
36460,2013,"완도군","비수도권",44.5,"C"
36460,2014,"완도군","비수도권",39.4,"D"
36460,2015,"완도군","비수도권",43.6,"C"
36460,2016,"완도군","비수도권",48.7,"B"
36460,2017,"완도군","비수도권",52.3,"B"
36460,2018,"완도군","비수도권",54.9,"B"
36460,2019,"완도군","비수도권",60.7,"A"
36460,2020,"완도군","비수도권",63.8,"A"
36460,2021,"완도군","비수도권",54.2,"B"
36450,2008,"장성군","비수도권",52,"B"
36450,2009,"장성군","비수도권",53.9,"B"
36450,2010,"장성군","비수도권",62,"A"
36450,2011,"장성군","비수도권",50.2,"B"
36450,2012,"장성군","비수도권",57.3,"A"
36450,2013,"장성군","비수도권",49.1,"B"
36450,2014,"장성군","비수도권",52.7,"B"
36450,2015,"장성군","비수도권",46.3,"B"
36450,2016,"장성군","비수도권",48.6,"B"
36450,2017,"장성군","비수도권",53.2,"B"
36450,2018,"장성군","비수도권",48.6,"B"
36450,2019,"장성군","비수도권",49,"B"
36450,2020,"장성군","비수도권",51.5,"B"
36450,2021,"장성군","비수도권",51.6,"B"
36380,2008,"장흥군","비수도권",51.7,"B"
36380,2009,"장흥군","비수도권",68.7,"A"
36380,2010,"장흥군","비수도권",58.1,"A"
36380,2011,"장흥군","비수도권",55.6,"A"
36380,2012,"장흥군","비수도권",50.5,"B"
36380,2013,"장흥군","비수도권",43.3,"C"
36380,2014,"장흥군","비수도권",53.4,"B"
36380,2015,"장흥군","비수도권",48.6,"B"
36380,2016,"장흥군","비수도권",47.7,"B"
36380,2017,"장흥군","비수도권",45.4,"B"
36380,2018,"장흥군","비수도권",36.2,"D"
36380,2019,"장흥군","비수도권",53.8,"B"
36380,2020,"장흥군","비수도권",61,"A"
36380,2021,"장흥군","비수도권",48.4,"B"
36470,2008,"진도군","비수도권",43.9,"C"
36470,2009,"진도군","비수도권",54.9,"B"
36470,2010,"진도군","비수도권",50.2,"B"
36470,2011,"진도군","비수도권",57,"A"
36470,2012,"진도군","비수도권",54.9,"B"
36470,2013,"진도군","비수도권",57.9,"A"
36470,2014,"진도군","비수도권",44.8,"C"
36470,2015,"진도군","비수도권",37.1,"D"
36470,2016,"진도군","비수도권",45,"B"
36470,2017,"진도군","비수도권",51.3,"B"
36470,2018,"진도군","비수도권",39.3,"D"
36470,2019,"진도군","비수도권",39.2,"D"
36470,2020,"진도군","비수도권",51.6,"B"
36470,2021,"진도군","비수도권",39.4,"D"
36430,2008,"함평군","비수도권",43.6,"C"
36430,2009,"함평군","비수도권",64.1,"A"
36430,2010,"함평군","비수도권",48.9,"B"
36430,2011,"함평군","비수도권",42.4,"C"
36430,2012,"함평군","비수도권",51.8,"B"
36430,2013,"함평군","비수도권",48,"B"
36430,2014,"함평군","비수도권",47.6,"B"
36430,2015,"함평군","비수도권",42,"C"
36430,2016,"함평군","비수도권",46,"B"
36430,2017,"함평군","비수도권",68.6,"A"
36430,2018,"함평군","비수도권",61.7,"A"
36430,2019,"함평군","비수도권",49.4,"B"
36430,2020,"함평군","비수도권",61.7,"A"
36430,2021,"함평군","비수도권",38.5,"D"
36400,2008,"해남군","비수도권",58.8,"A"
36400,2009,"해남군","비수도권",56.4,"A"
36400,2010,"해남군","비수도권",60,"A"
36400,2011,"해남군","비수도권",54.8,"B"
36400,2012,"해남군","비수도권",46,"B"
36400,2013,"해남군","비수도권",50.2,"B"
36400,2014,"해남군","비수도권",54,"B"
36400,2015,"해남군","비수도권",54.6,"B"
36400,2016,"해남군","비수도권",39.6,"D"
36400,2017,"해남군","비수도권",43.8,"C"
36400,2018,"해남군","비수도권",51.5,"B"
36400,2019,"해남군","비수도권",46.2,"B"
36400,2020,"해남군","비수도권",54.1,"B"
36400,2021,"해남군","비수도권",43.7,"C"
36370,2008,"화순군","비수도권",46.8,"B"
36370,2009,"화순군","비수도권",48.8,"B"
36370,2010,"화순군","비수도권",47.9,"B"
36370,2011,"화순군","비수도권",49.8,"B"
36370,2012,"화순군","비수도권",43.9,"C"
36370,2013,"화순군","비수도권",41.2,"C"
36370,2014,"화순군","비수도권",46.4,"B"
36370,2015,"화순군","비수도권",45.8,"B"
36370,2016,"화순군","비수도권",56.8,"A"
36370,2017,"화순군","비수도권",48.5,"B"
36370,2018,"화순군","비수도권",42.4,"C"
36370,2019,"화순군","비수도권",41.4,"C"
36370,2020,"화순군","비수도권",56.9,"A"
36370,2021,"화순군","비수도권",52.4,"B"
37100,2008,"경산시","비수도권",48.6,"B"
37100,2009,"경산시","비수도권",38.8,"D"
37100,2010,"경산시","비수도권",43.3,"C"
37100,2011,"경산시","비수도권",41.2,"C"
37100,2012,"경산시","비수도권",41.2,"C"
37100,2013,"경산시","비수도권",45.6,"B"
37100,2014,"경산시","비수도권",37.7,"D"
37100,2015,"경산시","비수도권",38.3,"D"
37100,2016,"경산시","비수도권",39.3,"D"
37100,2017,"경산시","비수도권",44,"C"
37100,2018,"경산시","비수도권",45.4,"B"
37100,2019,"경산시","비수도권",43,"C"
37100,2020,"경산시","비수도권",55,"A"
37100,2021,"경산시","비수도권",48.1,"B"
37020,2008,"경주시","비수도권",56,"A"
37020,2009,"경주시","비수도권",55.4,"A"
37020,2010,"경주시","비수도권",39.3,"D"
37020,2011,"경주시","비수도권",36.4,"D"
37020,2012,"경주시","비수도권",50.3,"B"
37020,2013,"경주시","비수도권",39.9,"D"
37020,2014,"경주시","비수도권",36.4,"D"
37020,2015,"경주시","비수도권",37,"D"
37020,2016,"경주시","비수도권",31.1,"D"
37020,2017,"경주시","비수도권",38.9,"D"
37020,2018,"경주시","비수도권",42.4,"C"
37020,2019,"경주시","비수도권",31.7,"D"
37020,2020,"경주시","비수도권",50.1,"B"
37020,2021,"경주시","비수도권",44.3,"C"
37370,2008,"고령군","비수도권",48.4,"B"
37370,2009,"고령군","비수도권",38.4,"D"
37370,2010,"고령군","비수도권",41.2,"C"
37370,2011,"고령군","비수도권",37,"D"
37370,2012,"고령군","비수도권",33.5,"D"
37370,2013,"고령군","비수도권",39.3,"D"
37370,2014,"고령군","비수도권",38.2,"D"
37370,2015,"고령군","비수도권",32.3,"D"
37370,2016,"고령군","비수도권",36,"D"
37370,2017,"고령군","비수도권",36.6,"D"
37370,2018,"고령군","비수도권",33.8,"D"
37370,2019,"고령군","비수도권",37.1,"D"
37370,2020,"고령군","비수도권",50.2,"B"
37370,2021,"고령군","비수도권",46.5,"B"
37050,2008,"구미시","비수도권",41,"C"
37050,2009,"구미시","비수도권",43.7,"C"
37050,2010,"구미시","비수도권",40.5,"C"
37050,2011,"구미시","비수도권",37.4,"D"
37050,2012,"구미시","비수도권",39.2,"D"
37050,2013,"구미시","비수도권",40.7,"C"
37050,2014,"구미시","비수도권",36.3,"D"
37050,2015,"구미시","비수도권",34.3,"D"
37050,2016,"구미시","비수도권",38,"D"
37050,2017,"구미시","비수도권",34.1,"D"
37050,2018,"구미시","비수도권",32,"D"
37050,2019,"구미시","비수도권",33.1,"D"
37050,2020,"구미시","비수도권",45.8,"B"
37050,2021,"구미시","비수도권",47.4,"B"
37310,2008,"군위군","비수도권",51.5,"B"
37310,2009,"군위군","비수도권",56.2,"A"
37310,2010,"군위군","비수도권",53,"B"
37310,2011,"군위군","비수도권",67.1,"A"
37310,2012,"군위군","비수도권",64.9,"A"
37310,2013,"군위군","비수도권",55.2,"A"
37310,2014,"군위군","비수도권",45.2,"B"
37310,2015,"군위군","비수도권",52.1,"B"
37310,2016,"군위군","비수도권",50.2,"B"
37310,2017,"군위군","비수도권",44.8,"C"
37310,2018,"군위군","비수도권",44.5,"C"
37310,2019,"군위군","비수도권",34.3,"D"
37310,2020,"군위군","비수도권",49,"B"
37310,2021,"군위군","비수도권",44,"C"
37030,2008,"김천시","비수도권",45.9,"B"
37030,2009,"김천시","비수도권",47.2,"B"
37030,2010,"김천시","비수도권",46.9,"B"
37030,2011,"김천시","비수도권",38.7,"D"
37030,2012,"김천시","비수도권",45,"B"
37030,2013,"김천시","비수도권",50.5,"B"
37030,2014,"김천시","비수도권",38.3,"D"
37030,2015,"김천시","비수도권",40.7,"C"
37030,2016,"김천시","비수도권",49,"B"
37030,2017,"김천시","비수도권",53.5,"B"
37030,2018,"김천시","비수도권",44.5,"C"
37030,2019,"김천시","비수도권",42.6,"C"
37030,2020,"김천시","비수도권",62,"A"
37030,2021,"김천시","비수도권",46.8,"B"
37090,2008,"문경시","비수도권",58.2,"A"
37090,2009,"문경시","비수도권",45.4,"B"
37090,2010,"문경시","비수도권",58.3,"A"
37090,2011,"문경시","비수도권",50.8,"B"
37090,2012,"문경시","비수도권",49.4,"B"
37090,2013,"문경시","비수도권",48.4,"B"
37090,2014,"문경시","비수도권",41.6,"C"
37090,2015,"문경시","비수도권",40.4,"C"
37090,2016,"문경시","비수도권",39.2,"D"
37090,2017,"문경시","비수도권",46.2,"B"
37090,2018,"문경시","비수도권",37,"D"
37090,2019,"문경시","비수도권",38.8,"D"
37090,2020,"문경시","비수도권",55.1,"A"
37090,2021,"문경시","비수도권",49.4,"B"
37410,2008,"봉화군","비수도권",53,"B"
37410,2009,"봉화군","비수도권",47.4,"B"
37410,2010,"봉화군","비수도권",39.1,"D"
37410,2011,"봉화군","비수도권",39.7,"D"
37410,2012,"봉화군","비수도권",39.8,"D"
37410,2013,"봉화군","비수도권",44.2,"C"
37410,2014,"봉화군","비수도권",39,"D"
37410,2015,"봉화군","비수도권",39.8,"D"
37410,2016,"봉화군","비수도권",37.8,"D"
37410,2017,"봉화군","비수도권",37.9,"D"
37410,2018,"봉화군","비수도권",37.8,"D"
37410,2019,"봉화군","비수도권",39.4,"D"
37410,2020,"봉화군","비수도권",52.2,"B"
37410,2021,"봉화군","비수도권",50.7,"B"
37080,2008,"상주시","비수도권",47.3,"B"
37080,2009,"상주시","비수도권",46.9,"B"
37080,2010,"상주시","비수도권",43.3,"C"
37080,2011,"상주시","비수도권",50.8,"B"
37080,2012,"상주시","비수도권",47.8,"B"
37080,2013,"상주시","비수도권",56.2,"A"
37080,2014,"상주시","비수도권",48.4,"B"
37080,2015,"상주시","비수도권",47,"B"
37080,2016,"상주시","비수도권",49.1,"B"
37080,2017,"상주시","비수도권",48.4,"B"
37080,2018,"상주시","비수도권",50.4,"B"
37080,2019,"상주시","비수도권",53.6,"B"
37080,2020,"상주시","비수도권",59.6,"A"
37080,2021,"상주시","비수도권",45.1,"B"
37380,2008,"성주군","비수도권",59.2,"A"
37380,2009,"성주군","비수도권",54.7,"B"
37380,2010,"성주군","비수도권",59.8,"A"
37380,2011,"성주군","비수도권",69.8,"A"
37380,2012,"성주군","비수도권",59.8,"A"
37380,2013,"성주군","비수도권",66.2,"A"
37380,2014,"성주군","비수도권",55.6,"A"
37380,2015,"성주군","비수도권",46,"B"
37380,2016,"성주군","비수도권",37.6,"D"
37380,2017,"성주군","비수도권",46.9,"B"
37380,2018,"성주군","비수도권",53.1,"B"
37380,2019,"성주군","비수도권",44.2,"C"
37380,2020,"성주군","비수도권",57,"A"
37380,2021,"성주군","비수도권",49.3,"B"
37040,2008,"안동시","비수도권",43.1,"C"
37040,2009,"안동시","비수도권",43.9,"C"
37040,2010,"안동시","비수도권",35.6,"D"
37040,2011,"안동시","비수도권",39,"D"
37040,2012,"안동시","비수도권",34.9,"D"
37040,2013,"안동시","비수도권",38.7,"D"
37040,2014,"안동시","비수도권",40.2,"C"
37040,2015,"안동시","비수도권",47.5,"B"
37040,2016,"안동시","비수도권",42.6,"C"
37040,2017,"안동시","비수도권",56.9,"A"
37040,2018,"안동시","비수도권",35.6,"D"
37040,2019,"안동시","비수도권",37.7,"D"
37040,2020,"안동시","비수도권",51.6,"B"
37040,2021,"안동시","비수도권",66.3,"A"
37350,2008,"영덕군","비수도권",42.8,"C"
37350,2009,"영덕군","비수도권",58.6,"A"
37350,2010,"영덕군","비수도권",64.4,"A"
37350,2011,"영덕군","비수도권",63.3,"A"
37350,2012,"영덕군","비수도권",51.4,"B"
37350,2013,"영덕군","비수도권",49.8,"B"
37350,2014,"영덕군","비수도권",57.5,"A"
37350,2015,"영덕군","비수도권",59.4,"A"
37350,2016,"영덕군","비수도권",48.4,"B"
37350,2017,"영덕군","비수도권",55.5,"A"
37350,2018,"영덕군","비수도권",52.4,"B"
37350,2019,"영덕군","비수도권",37.1,"D"
37350,2020,"영덕군","비수도권",45.2,"B"
37350,2021,"영덕군","비수도권",44.5,"C"
37340,2008,"영양군","비수도권",46.1,"B"
37340,2009,"영양군","비수도권",55.8,"A"
37340,2010,"영양군","비수도권",53.5,"B"
37340,2011,"영양군","비수도권",44.3,"C"
37340,2012,"영양군","비수도권",51.1,"B"
37340,2013,"영양군","비수도권",52.4,"B"
37340,2014,"영양군","비수도권",42.6,"C"
37340,2015,"영양군","비수도권",60,"A"
37340,2016,"영양군","비수도권",58.8,"A"
37340,2017,"영양군","비수도권",43.4,"C"
37340,2018,"영양군","비수도권",55.3,"A"
37340,2019,"영양군","비수도권",40.9,"C"
37340,2020,"영양군","비수도권",54,"B"
37340,2021,"영양군","비수도권",45.7,"B"
37060,2008,"영주시","비수도권",44.5,"C"
37060,2009,"영주시","비수도권",42.9,"C"
37060,2010,"영주시","비수도권",42.6,"C"
37060,2011,"영주시","비수도권",36.8,"D"
37060,2012,"영주시","비수도권",46.4,"B"
37060,2013,"영주시","비수도권",49.4,"B"
37060,2014,"영주시","비수도권",44.9,"C"
37060,2015,"영주시","비수도권",45.4,"B"
37060,2016,"영주시","비수도권",38.9,"D"
37060,2017,"영주시","비수도권",36.4,"D"
37060,2018,"영주시","비수도권",30.1,"D"
37060,2019,"영주시","비수도권",35.2,"D"
37060,2020,"영주시","비수도권",54.8,"B"
37060,2021,"영주시","비수도권",42.9,"C"
37070,2008,"영천시","비수도권",46.5,"B"
37070,2009,"영천시","비수도권",45.9,"B"
37070,2010,"영천시","비수도권",38.4,"D"
37070,2011,"영천시","비수도권",40.3,"C"
37070,2012,"영천시","비수도권",30.8,"D"
37070,2013,"영천시","비수도권",36.1,"D"
37070,2014,"영천시","비수도권",35.6,"D"
37070,2015,"영천시","비수도권",35.6,"D"
37070,2016,"영천시","비수도권",36.4,"D"
37070,2017,"영천시","비수도권",35.8,"D"
37070,2018,"영천시","비수도권",34.7,"D"
37070,2019,"영천시","비수도권",32.8,"D"
37070,2020,"영천시","비수도권",51.5,"B"
37070,2021,"영천시","비수도권",43.1,"C"
37400,2008,"예천군","비수도권",48.6,"B"
37400,2009,"예천군","비수도권",47.1,"B"
37400,2010,"예천군","비수도권",64.4,"A"
37400,2011,"예천군","비수도권",56.5,"A"
37400,2012,"예천군","비수도권",43,"C"
37400,2013,"예천군","비수도권",42.7,"C"
37400,2014,"예천군","비수도권",35.6,"D"
37400,2015,"예천군","비수도권",44.7,"C"
37400,2016,"예천군","비수도권",38.1,"D"
37400,2017,"예천군","비수도권",43.1,"C"
37400,2018,"예천군","비수도권",36,"D"
37400,2019,"예천군","비수도권",45,"B"
37400,2020,"예천군","비수도권",51.7,"B"
37400,2021,"예천군","비수도권",41.6,"C"
37430,2008,"울릉군","비수도권",59.7,"A"
37430,2009,"울릉군","비수도권",59.1,"A"
37430,2010,"울릉군","비수도권",60.4,"A"
37430,2011,"울릉군","비수도권",45.2,"B"
37430,2012,"울릉군","비수도권",56.7,"A"
37430,2013,"울릉군","비수도권",53.8,"B"
37430,2014,"울릉군","비수도권",47.7,"B"
37430,2015,"울릉군","비수도권",55.2,"A"
37430,2016,"울릉군","비수도권",48.9,"B"
37430,2017,"울릉군","비수도권",49.7,"B"
37430,2018,"울릉군","비수도권",47,"B"
37430,2019,"울릉군","비수도권",45.4,"B"
37430,2020,"울릉군","비수도권",38.6,"D"
37430,2021,"울릉군","비수도권",49.4,"B"
37420,2008,"울진군","비수도권",51.2,"B"
37420,2009,"울진군","비수도권",38.9,"D"
37420,2010,"울진군","비수도권",42.6,"C"
37420,2011,"울진군","비수도권",40.2,"C"
37420,2012,"울진군","비수도권",42.9,"C"
37420,2013,"울진군","비수도권",42.3,"C"
37420,2014,"울진군","비수도권",40.6,"C"
37420,2015,"울진군","비수도권",44.6,"C"
37420,2016,"울진군","비수도권",43.2,"C"
37420,2017,"울진군","비수도권",45.7,"B"
37420,2018,"울진군","비수도권",36.9,"D"
37420,2019,"울진군","비수도권",42.8,"C"
37420,2020,"울진군","비수도권",58.5,"A"
37420,2021,"울진군","비수도권",51.5,"B"
37320,2008,"의성군","비수도권",38.3,"D"
37320,2009,"의성군","비수도권",42.2,"C"
37320,2010,"의성군","비수도권",41.3,"C"
37320,2011,"의성군","비수도권",51.1,"B"
37320,2012,"의성군","비수도권",50.2,"B"
37320,2013,"의성군","비수도권",53.9,"B"
37320,2014,"의성군","비수도권",51.1,"B"
37320,2015,"의성군","비수도권",39.4,"D"
37320,2016,"의성군","비수도권",39.4,"D"
37320,2017,"의성군","비수도권",43.9,"C"
37320,2018,"의성군","비수도권",46.5,"B"
37320,2019,"의성군","비수도권",30.6,"D"
37320,2020,"의성군","비수도권",42,"C"
37320,2021,"의성군","비수도권",41.3,"C"
37360,2008,"청도군","비수도권",53,"B"
37360,2009,"청도군","비수도권",48.8,"B"
37360,2010,"청도군","비수도권",46.7,"B"
37360,2011,"청도군","비수도권",48.2,"B"
37360,2012,"청도군","비수도권",41.5,"C"
37360,2013,"청도군","비수도권",47.3,"B"
37360,2014,"청도군","비수도권",49.1,"B"
37360,2015,"청도군","비수도권",44.1,"C"
37360,2016,"청도군","비수도권",39.6,"D"
37360,2017,"청도군","비수도권",47.8,"B"
37360,2018,"청도군","비수도권",40.6,"C"
37360,2019,"청도군","비수도권",35,"D"
37360,2020,"청도군","비수도권",47.6,"B"
37360,2021,"청도군","비수도권",43.6,"C"
37330,2008,"청송군","비수도권",47.7,"B"
37330,2009,"청송군","비수도권",51.5,"B"
37330,2010,"청송군","비수도권",39.1,"D"
37330,2011,"청송군","비수도권",39.3,"D"
37330,2012,"청송군","비수도권",41.6,"C"
37330,2013,"청송군","비수도권",49.1,"B"
37330,2014,"청송군","비수도권",36.4,"D"
37330,2015,"청송군","비수도권",44.5,"C"
37330,2016,"청송군","비수도권",45.5,"B"
37330,2017,"청송군","비수도권",46.5,"B"
37330,2018,"청송군","비수도권",41.5,"C"
37330,2019,"청송군","비수도권",36.5,"D"
37330,2020,"청송군","비수도권",53.1,"B"
37330,2021,"청송군","비수도권",45.8,"B"
37390,2008,"칠곡군","비수도권",37.4,"D"
37390,2009,"칠곡군","비수도권",41.5,"C"
37390,2010,"칠곡군","비수도권",42.5,"C"
37390,2011,"칠곡군","비수도권",35,"D"
37390,2012,"칠곡군","비수도권",32.8,"D"
37390,2013,"칠곡군","비수도권",36.7,"D"
37390,2014,"칠곡군","비수도권",35.3,"D"
37390,2015,"칠곡군","비수도권",37.9,"D"
37390,2016,"칠곡군","비수도권",36.5,"D"
37390,2017,"칠곡군","비수도권",39.1,"D"
37390,2018,"칠곡군","비수도권",33.8,"D"
37390,2019,"칠곡군","비수도권",32.4,"D"
37390,2020,"칠곡군","비수도권",57.8,"A"
37390,2021,"칠곡군","비수도권",44.5,"C"
37010,2008,"포항시","비수도권",42.8,"C"
37010,2009,"포항시","비수도권",43.5,"C"
37010,2010,"포항시","비수도권",47,"B"
37010,2011,"포항시","비수도권",43.7,"C"
37010,2012,"포항시","비수도권",40.2,"C"
37010,2013,"포항시","비수도권",43.2,"C"
37010,2014,"포항시","비수도권",42.9,"C"
37010,2015,"포항시","비수도권",44.1,"C"
37010,2016,"포항시","비수도권",43.6,"C"
37010,2017,"포항시","비수도권",45.1,"B"
37010,2018,"포항시","비수도권",39.8,"D"
37010,2019,"포항시","비수도권",41.1,"C"
37010,2020,"포항시","비수도권",54.1,"B"
37010,2021,"포항시","비수도권",47.9,"B"
38090,2008,"거제시","비수도권",51.9,"B"
38090,2009,"거제시","비수도권",44.8,"C"
38090,2010,"거제시","비수도권",47.1,"B"
